product_id,product_key,categoriesID,name,price,url,image.image_link,image.alt
498678455,498678455-01255787803-a2,2420942,ÁO KHOÁC BLAZER CROPPED KẺ CA RÔ OVERSIZE,2.199.000 VND,https://www.zara.com/vn/vi/-p498678455.html?v1=498678455&v2=2420942,https://static.zara.net/assets/public/024d/fa7d/065c4b0dbfdd/0eaab9071957/01255787803-a2/01255787803-a2.jpg?ts=1762864509193&w=260,Bộ blazer kẻ sọc màu xám đậm và quần short đồng bộ. Áo phông đỏ lộ ra bên dưới blazer.
473026343,473026343-03736258700-p,2420942,ÁO BLAZER HỌA TIẾT XƯƠNG CÁ PHA LEN ZW COLLECTION,3.999.000 VND,https://www.zara.com/vn/vi/-p473026343.html?v1=473026343&v2=2420942,https://static.zara.net/assets/public/d910/c7ab/65a0414db4f9/fc4a897ed685/03736258700-p/03736258700-p.jpg?ts=1762856856534&w=260,"Bộ suit gồm áo blazer màu nâu có ve áo và nút cài phía trước, túi có nắp, tay dài; quần ống rộng màu đen."
493786014,493786014-08504981803-a5,2420942,ÁO KHOÁC BLAZER KẺ SỌC ZW COLLECTION PHIÊN BẢN GIỚI HẠN,4.999.000 VND,https://www.zara.com/vn/vi/-p493786014.html?v1=493786014&v2=2420942,https://static.zara.net/assets/public/898f/bbdc/fee04aa19b77/fd6f189a274b/08504981803-a5/08504981803-a5.jpg?ts=1762856918772&w=260,"Chụp chính diện chiếc áo blazer xám lông chuột với ve áo, tay dài và túi có nắp. Cài nút phía trước."
452723360,452723360-07522265104-a1,2420942,ÁO BLAZER KẺ SỌC PHA LEN ZW COLLECTION,3.599.000 VND,https://www.zara.com/vn/vi/-p452723360.html?v1=452723360&v2=2420942,https://static.zara.net/assets/public/d84c/7d37/35d444d3af50/2e841e7708c1/07522265104-a1/07522265104-a1.jpg?ts=1762856910157&w=260,"Cận cảnh áo khoác đen với sọc trắng, ve áo và túi phía trước."
489507022,489507022-02922247700-p,2420942,ÁO BLAZER CÓ TÚI ZW COLLECTION,3.599.000 VND,https://www.zara.com/vn/vi/-p489507022.html?v1=489507022&v2=2420942,https://static.zara.net/assets/public/6bea/127b/613a44aca2bf/eab28c684df2/02922247700-p/02922247700-p.jpg?ts=1762856856429&w=260,"Bộ blazer màu nâu có ve áo, tay dài và túi có nắp, chân váy xẻ tà cùng màu và bốt đen."
498812305,498812305-09668926803-p,2420942,"ÁO BLAZER CHIẾT EO, CỔ HIỆU ỨNG LÔNG ZW COLLECTION",3.599.000 VND,https://www.zara.com/vn/vi/-p498812305.html?v1=498812305&v2=2420942,https://static.zara.net/assets/public/27b4/66b0/ee274586a51c/6eed064ddc56/09668926803-p/09668926803-p.jpg?ts=1762967072358&w=260,Bộ áo khoác màu xám có cổ lông màu nâu và quần ống rộng đồng bộ. Túi phía trước có thể nhìn thấy.
481072178,481072178-03046426104-a2,2420942,ÁO KHOÁC BLAZER PHA LEN HỌA TIẾT KẺ SỌC NHỎ,2.199.000 VND,https://www.zara.com/vn/vi/-p481072178.html?v1=481072178&v2=2420942,https://static.zara.net/assets/public/f744/4256/a942488cb90f/a223b81c9132/03046426104-a2/03046426104-a2.jpg?ts=1762960885494&w=260,"Bộ vest blazer đen kẻ sọc, cổ ve áo, tay dài, túi có nắp phía trước và cài một nút."
495675180,495675180-02008844605-h1,2420942,ÁO BLAZER VẠT ĐẮP CHÉO OVERSIZE,1.899.000 VND,https://www.zara.com/vn/vi/-p495675180.html?v1=495675180&v2=2420942,https://static.zara.net/stdstatic/7.17.0/images/transparent-background.png,ÁO BLAZER VẠT ĐẮP CHÉO OVERSIZE - Màu đỏ rượu từ Zara
498638850,498638850-09358712800-1-a1,2420942,ÁO KHOÁC BLAZER VẢI GIẢ SATANH ZW COLLECTION PHIÊN BẢN GIỚI HẠN,4.999.000 VND,https://www.zara.com/vn/vi/-p498638850.html?v1=498638850&v2=2420942,https://static.zara.net/stdstatic/7.17.0/images/transparent-background.png,ÁO KHOÁC BLAZER VẢI GIẢ SATANH ZW COLLECTION PHIÊN BẢN GIỚI HẠN - Màu đen từ Zara
491182793,491182793-09668926803-001-p,2420942,"ÁO BLAZER CHIẾT EO, CỔ HIỆU ỨNG LÔNG ZW COLLECTION",3.599.000 VND,https://www.zara.com/vn/vi/-p491182793.html?v1=491182793&v2=2420942,https://static.zara.net/stdstatic/7.17.0/images/transparent-background.png,"ÁO BLAZER CHIẾT EO, CỔ HIỆU ỨNG LÔNG ZW COLLECTION - Màu ghi xám từ Zara"
